"training_id","empleado_id","fecha_inicio","fecha_fin","mes_training","tipo_training","categoria_training","duracion_horas","modalidad","instructor","completado","calificacion_examen","rating_efectividad","costo_training","area_empleado","puesto_empleado","nivel_jerarquico_empleado"
5282,1316,"2024-06-16","2024-06-25","2024-06","Preparación de Superficie","Calidad",72,"Mixto","Maria Victoria Malena Gomez Rodriguez",True,"66.00",5,"30412.83","Pintura","Preparador de Superficie",1
5283,1316,"2025-02-02","2025-02-17","2025-02","Aplicación de Pintura","Gestión",120,"Mixto","Sr(a). Agustin Diaz",True,"88.00",3,"12588.96","Pintura","Preparador de Superficie",1
5285,1317,"2024-03-20","2024-03-23","2024-03","Preparación de Superficie","Seguridad",24,"Presencial","Tiziana Fernandez Toledo",True,"67.00",3,"38688.63","Pintura","Preparador de Superficie",1
5284,1317,"2025-03-04","2025-03-10","2025-03","Aplicación de Pintura","Seguridad",48,"Presencial","Joaquina Alvarez Garcia",True,"83.00",5,"27731.76","Pintura","Preparador de Superficie",1
5286,1318,"2024-03-19","2024-03-28","2024-03","Aplicación de Pintura","Técnico",72,"Online","Renata Franco Barrios Medina",True,"79.00",2,"33877.35","Pintura","Preparador de Superficie",1
5288,1319,"2024-06-14","2024-06-26","2024-06","Control de Calidad Pintura","Técnico",96,"Mixto","Josefina Isabella Acosta",True,"82.00",3,"35272.17","Pintura","Preparador de Superficie",1
5289,1319,"2024-09-02","2024-09-10","2024-09","Preparación de Superficie","Calidad",64,"Online","Paulina Mateo Coronel",True,"96.00",3,"41304.63","Pintura","Preparador de Superficie",1
5287,1319,"2025-03-07","2025-03-22","2025-03","Aplicación de Pintura","Técnico",120,"Online","Morena Jazmin Joaquin Rodriguez Romero",True,"92.00",4,"21612.27","Pintura","Preparador de Superficie",1
5290,1320,"2024-06-03","2024-06-16","2024-06","Control de Calidad Pintura","Técnico",104,"Presencial","Martín Vargas",True,"99.00",3,"18730.20","Pintura","Preparador de Superficie",1
5291,1320,"2024-12-13","2024-12-17","2024-12","Preparación de Superficie","Técnico",32,"Online","Mora Juan Manuel Ruiz",False,"70.00",5,"25370.04","Pintura","Preparador de Superficie",1
5292,1321,"2024-10-09","2024-10-23","2024-10","Preparación de Superficie","Gestión",112,"Presencial","Olivia Gonzalez",True,"96.00",2,"24865.86","Pintura","Preparador de Superficie",1
5293,1321,"2025-05-02","2025-05-15","2025-05","Control de Calidad Pintura","Seguridad",104,"Online","Sebastian Maria Guadalupe Paez",True,"71.00",3,"25292.52","Pintura","Preparador de Superficie",1
5295,1322,"2024-03-08","2024-03-23","2024-03","Control de Calidad Pintura","Seguridad",120,"Online","Francisco Enzo Sanchez",True,"91.00",2,"10050.24","Pintura","Preparador de Superficie",1
5294,1322,"2024-05-06","2024-05-15","2024-05","Preparación de Superficie","Gestión",72,"Presencial","Sr(a). Benjamin Gonzalez",False,"89.00",2,"22691.22","Pintura","Preparador de Superficie",1
5296,1323,"2024-10-02","2024-10-08","2024-10","Aplicación de Pintura","Gestión",48,"Mixto","Olivia Nuñez Lopez",True,"83.00",4,"15405.96","Pintura","Operario de Cabina",1
5298,1328,"2025-02-20","2025-03-04","2025-03","Aplicación de Pintura","Calidad",96,"Presencial","Dr(a). Lorenzo Castillo",True,"81.00",3,"14857.02","Pintura","Operario de Cabina",1
5297,1328,"2025-03-21","2025-04-05","2025-04","Aplicación de Pintura","Técnico",120,"Online","Juana Garcia Ojeda",False,"78.00",2,"11176.74","Pintura","Operario de Cabina",1
5299,1330,"2025-02-11","2025-02-20","2025-02","Aplicación de Pintura","Calidad",72,"Presencial","Alma Santino Nicolas Sosa",True,"75.00",2,"15461.94","Pintura","Operario de Cabina",1
5300,1332,"2024-12-13","2024-12-26","2024-12","Preparación de Superficie","Seguridad",104,"Presencial","Mateo Mia Morena Correa",True,"68.00",2,"32104.20","Pintura","Operario de Cabina",1
5301,1333,"2025-02-02","2025-02-09","2025-02","Preparación de Superficie","Calidad",56,"Mixto","Francisco Ojeda Fernandez",False,"63.00",2,"16242.06","Pintura","Operario de Cabina",1
5302,1333,"2025-03-06","2025-03-13","2025-03","Aplicación de Pintura","Técnico",56,"Mixto","Salvador Lopez Torres",True,"69.00",2,"39457.20","Pintura","Operario de Cabina",1
5304,1334,"2024-12-11","2024-12-17","2024-12","Preparación de Superficie","Técnico",48,"Presencial","Sr(a). Mia Gonzalez",True,"68.00",2,"29306.88","Pintura","Preparador de Superficie",1
5303,1334,"2025-05-16","2025-05-24","2025-05","Preparación de Superficie","Técnico",64,"Mixto","Thiago Godoy Vazquez",True,"84.00",4,"18962.40","Pintura","Preparador de Superficie",1
5305,1335,"2025-04-08","2025-04-21","2025-04","Aplicación de Pintura","Gestión",104,"Presencial","Jeremias Gonzalez Ledesma",True,"90.00",5,"13896.27","Pintura","Preparador de Superficie",1
5306,1336,"2025-02-20","2025-03-04","2025-03","Aplicación de Pintura","Seguridad",96,"Online","Simon Gomez",True,"71.00",4,"27707.13","Pintura","Preparador de Superficie",1
5307,1337,"2025-04-21","2025-04-24","2025-04","Preparación de Superficie","Gestión",24,"Online","Agustin Felipe Ledesma Morales",True,"89.00",5,"21533.55","Pintura","Operario de Cabina",1
5308,1338,"2024-07-04","2024-07-13","2024-07","Control de Calidad Pintura","Técnico",72,"Online","Ciro Santino Gutierrez Rios",True,"87.00",5,"20197.50","Pintura","Preparador de Superficie",1
5311,1339,"2024-10-11","2024-10-18","2024-10","Preparación de Superficie","Calidad",56,"Presencial","Sofia Diaz",True,"91.00",3,"11429.82","Pintura","Preparador de Superficie",1
5309,1339,"2025-01-19","2025-01-22","2025-01","Preparación de Superficie","Seguridad",24,"Presencial","Ciro Tiziano Valentin Gutierrez",True,"96.00",2,"43622.40","Pintura","Preparador de Superficie",1
5310,1339,"2025-04-05","2025-04-19","2025-04","Control de Calidad Pintura","Gestión",112,"Mixto","Sr(a). Emilia Caceres",True,"79.00",5,"23613.00","Pintura","Preparador de Superficie",1
5312,1341,"2024-03-19","2024-04-03","2024-04","Preparación de Superficie","Calidad",120,"Mixto","Ludmila Renzo Sosa Ramirez",True,"86.00",2,"34673.28","Pintura","Operario de Cabina",1
5313,1342,"2025-05-17","2025-05-23","2025-05","Control de Calidad Pintura","Calidad",48,"Presencial","Martina Guillermina Diaz",True,"66.00",4,"36526.86","Pintura","Preparador de Superficie",1
5314,1343,"2024-06-21","2024-07-05","2024-07","Aplicación de Pintura","Gestión",112,"Mixto","Ignacio Gonzalez",True,"82.00",3,"38615.25","Pintura","Preparador de Superficie",1
5316,1343,"2025-02-13","2025-02-21","2025-02","Preparación de Superficie","Seguridad",64,"Online","Santino Agustin Fausto Rodriguez",True,"82.00",4,"11588.97","Pintura","Preparador de Superficie",1
5315,1343,"2025-04-05","2025-04-13","2025-04","Aplicación de Pintura","Gestión",64,"Online","Mia Morena Miranda Carrizo",True,"70.00",4,"43489.02","Pintura","Preparador de Superficie",1
5318,1347,"2024-04-07","2024-04-11","2024-04","Preparación de Superficie","Seguridad",32,"Mixto","Thiago Benjamin Isabella Correa Hernandez",True,"60.00",3,"14619.72","Pintura","Operario de Cabina",1
5317,1347,"2024-08-09","2024-08-14","2024-08","Control de Calidad Pintura","Gestión",40,"Mixto","Florencia Moreno Medina",True,"60.00",3,"41179.29","Pintura","Operario de Cabina",1
5319,1349,"2025-05-21","2025-06-04","2025-06","Aplicación de Pintura","Técnico",112,"Mixto","Benicio Amparo Flores Gomez",True,"87.00",2,"11084.13","Pintura","Preparador de Superficie",1
5320,1350,"2024-03-02","2024-03-17","2024-03","Control de Calidad Pintura","Calidad",120,"Presencial","Benjamin Fernandez Moreno",True,"84.00",5,"26061.66","Pintura","Preparador de Superficie",1
5321,1351,"2024-04-09","2024-04-20","2024-04","Aplicación de Pintura","Seguridad",88,"Mixto","Benicio Simon Rios Lucero",True,"90.00",3,"42270.00","Pintura","Preparador de Superficie",1
5322,1353,"2024-10-17","2024-10-22","2024-10","Preparación de Superficie","Técnico",40,"Mixto","Thiago Romero Gomez",True,"74.00",5,"30672.99","Pintura","Operario de Cabina",1
5323,1354,"2024-05-08","2024-05-19","2024-05","Preparación de Superficie","Gestión",88,"Mixto","Luisina Perez",True,"97.00",2,"27810.06","Pintura","Operario de Cabina",1
5324,1354,"2025-05-05","2025-05-15","2025-05","Aplicación de Pintura","Calidad",80,"Online","Luciano Suarez",True,"88.00",4,"31970.67","Pintura","Operario de Cabina",1
5325,1355,"2024-01-10","2024-01-14","2024-01","Preparación de Superficie","Seguridad",32,"Mixto","Lara Figueroa",True,"84.00",3,"29213.79","Pintura","Operario de Cabina",1
5326,1356,"2024-12-21","2024-12-26","2024-12","Aplicación de Pintura","Gestión",40,"Mixto","Valentino Ojeda Chavez",True,"95.00",3,"33401.52","Pintura","Preparador de Superficie",1
5327,1357,"2025-01-10","2025-01-22","2025-01","Preparación de Superficie","Seguridad",96,"Online","Santino Thiago Emanuel Suarez",True,"88.00",2,"24243.75","Pintura","Preparador de Superficie",1
5328,1358,"2024-07-04","2024-07-16","2024-07","Preparación de Superficie","Técnico",96,"Presencial","Dr(a). Joaquin Alvarez",True,"94.00",4,"43559.58","Pintura","Operario de Cabina",1
5329,1359,"2025-03-10","2025-03-17","2025-03","Control de Calidad Pintura","Gestión",56,"Presencial","Tomas Morena Jazmin Lucero Ojeda",True,"95.00",2,"34029.42","Pintura","Team Leader Pintura",2
5330,1360,"2024-08-17","2024-08-24","2024-08","Control de Calidad Pintura","Técnico",56,"Online","Jazmin Pilar Paez",True,"75.00",3,"27932.76","Pintura","Team Leader Pintura",2
5332,1361,"2024-01-16","2024-01-21","2024-01","Aplicación de Pintura","Gestión",40,"Mixto","Benjamin Joaquina Pereyra Villalba",True,"94.00",4,"37785.96","Pintura","Team Leader Pintura",2
5331,1361,"2024-07-14","2024-07-19","2024-07","Preparación de Superficie","Técnico",40,"Mixto","Isabella Perez",True,"88.00",5,"14433.66","Pintura","Team Leader Pintura",2
5333,1363,"2024-03-18","2024-03-27","2024-03","Preparación de Superficie","Calidad",72,"Presencial","Sr(a). Ema Carrizo",True,"84.00",3,"29915.64","Pintura","Team Leader Pintura",2
5334,1363,"2025-05-17","2025-05-24","2025-05","Preparación de Superficie","Seguridad",56,"Online","Maximo Luciano Rios Benitez",True,"78.00",2,"30242.22","Pintura","Team Leader Pintura",2
5335,1365,"2024-12-20","2025-01-04","2025-01","Preparación de Superficie","Gestión",120,"Presencial","Jazmin Antonella Moreno",True,"79.00",4,"19782.45","Pintura","Team Leader Pintura",2
5336,1366,"2024-01-13","2024-01-20","2024-01","Aplicación de Pintura","Gestión",56,"Presencial","Giuliana Lautaro Benjamin Olivera",True,"74.00",5,"26652.15","Pintura","Team Leader Pintura",2
5338,1368,"2024-01-16","2024-01-20","2024-01","Aplicación de Pintura","Técnico",32,"Online","Mia Jazmin Aguero",False,"80.00",2,"15191.07","Pintura","Team Leader Pintura",2
5339,1368,"2024-09-17","2024-09-22","2024-09","Preparación de Superficie","Seguridad",40,"Presencial","Gonzalo Sanchez Romero",True,"86.00",4,"37440.39","Pintura","Team Leader Pintura",2
5337,1368,"2024-10-15","2024-10-24","2024-10","Control de Calidad Pintura","Técnico",72,"Online","Benjamin Maidana Gimenez",True,"81.00",5,"38950.68","Pintura","Team Leader Pintura",2
5340,1369,"2025-02-14","2025-02-22","2025-02","Aplicación de Pintura","Gestión",64,"Online","Isabella Delfina Moreno Ruiz",True,"82.00",2,"33867.66","Pintura","Team Leader Pintura",2
5342,1370,"2024-07-16","2024-07-27","2024-07","Aplicación de Pintura","Técnico",88,"Presencial","Jazmín Acosta Gomez",False,"60.00",4,"43515.66","Pintura","Supervisor de Pintura",3
5341,1370,"2024-08-16","2024-08-26","2024-08","Control de Calidad Pintura","Gestión",80,"Mixto","Bautista Simon Silva",True,"85.00",5,"23683.86","Pintura","Supervisor de Pintura",3
5344,1372,"2024-03-21","2024-04-03","2024-04","Preparación de Superficie","Técnico",104,"Online","Renata Castro",True,"87.00",4,"43938.03","Pintura","Supervisor de Pintura",3
5343,1372,"2025-03-10","2025-03-13","2025-03","Aplicación de Pintura","Calidad",24,"Presencial","Thiago Valentin Gonzalez",True,"98.00",3,"21562.41","Pintura","Supervisor de Pintura",3
5346,1374,"2024-08-15","2024-08-25","2024-08","SPC - Control Estadístico","Seguridad",80,"Presencial","Mateo Agustin Lucas Ferreyra Medina",True,"97.00",4,"37355.04","Calidad","Técnico de Laboratorio",1
5345,1374,"2025-02-19","2025-02-23","2025-02","Auditoría Interna ISO","Seguridad",32,"Online","Ezequiel Arias Soto",True,"95.00",2,"36794.73","Calidad","Técnico de Laboratorio",1
5348,1375,"2024-03-09","2024-03-17","2024-03","Auditoría Interna ISO","Técnico",64,"Presencial","Dr(a). Thiago Agustin Torres",True,"98.00",5,"27859.89","Calidad","Inspector de Calidad",1
5347,1375,"2025-02-19","2025-02-28","2025-02","Auditoría Interna ISO","Seguridad",72,"Mixto","Guadalupe Isabella Diaz Acosta",True,"72.00",2,"18512.10","Calidad","Inspector de Calidad",1
5349,1377,"2024-05-02","2024-05-06","2024-05","Metrología","Técnico",32,"Online","Juan Ignacio Coronel",True,"91.00",3,"40499.49","Calidad","Inspector de Calidad",1
5350,1377,"2025-05-12","2025-05-17","2025-05","Auditoría Interna ISO","Seguridad",40,"Online","Benjamin Benicio Godoy",False,"79.00",5,"23963.43","Calidad","Inspector de Calidad",1
5351,1378,"2024-09-20","2024-10-03","2024-10","SPC - Control Estadístico","Seguridad",104,"Mixto","Manuel Thiago Gomez Escobar",True,"60.00",2,"27697.14","Calidad","Inspector de Calidad",1
5352,1379,"2024-04-04","2024-04-09","2024-04","SPC - Control Estadístico","Técnico",40,"Mixto","Valentino Vera",True,"87.00",5,"26346.54","Calidad","Inspector de Calidad",1
5354,1380,"2024-06-05","2024-06-08","2024-06","SPC - Control Estadístico","Calidad",24,"Online","Juan Ignacio Elena Diaz",True,"72.00",2,"10440.00","Calidad","Inspector de Calidad",1
5353,1380,"2025-05-14","2025-05-29","2025-05","SPC - Control Estadístico","Calidad",120,"Online","Santino Cabrera",True,"93.00",3,"25408.17","Calidad","Inspector de Calidad",1
5355,1381,"2024-11-09","2024-11-15","2024-11","Auditoría Interna ISO","Gestión",48,"Online","Lucio Santino Ramirez",True,"79.00",2,"14930.43","Calidad","Técnico de Laboratorio",1
5357,1383,"2024-11-04","2024-11-09","2024-11","Metrología","Gestión",40,"Online","Sr(a). Ciro Benjamin Gonzalez",True,"85.00",5,"40326.33","Calidad","Técnico de Laboratorio",1
5356,1383,"2025-05-19","2025-05-22","2025-05","Metrología","Gestión",24,"Presencial","Sr(a). Thiago Nahuel Acosta",True,"98.00",3,"20918.49","Calidad","Técnico de Laboratorio",1
5358,1385,"2024-11-19","2024-11-29","2024-11","Metrología","Técnico",80,"Presencial","Nicolas Benitez Nuñez",True,"93.00",2,"44433.96","Calidad","Técnico de Laboratorio",1
5359,1386,"2024-03-05","2024-03-14","2024-03","Metrología","Gestión",72,"Presencial","Sr(a). Helena Lopez",True,"60.00",3,"10931.34","Calidad","Técnico de Laboratorio",1
5360,1387,"2024-04-16","2024-04-27","2024-04","Metrología","Técnico",88,"Mixto","Santino Milagros Juarez",True,"62.00",5,"15937.65","Calidad","Inspector de Calidad",1
5361,1388,"2024-09-04","2024-09-16","2024-09","SPC - Control Estadístico","Seguridad",96,"Mixto","Juan Bautista Olivia Chavez Avila",True,"66.00",4,"18462.72","Calidad","Inspector de Calidad",1
5362,1388,"2024-09-14","2024-09-26","2024-09","Metrología","Calidad",96,"Online","Victoria Ciro Benjamin Valdez",True,"75.00",3,"32854.08","Calidad","Inspector de Calidad",1
5363,1390,"2024-10-17","2024-10-26","2024-10","Auditoría Interna ISO","Calidad",72,"Presencial","Luciana Fernandez",True,"74.00",3,"20779.68","Calidad","Inspector de Calidad",1
5364,1391,"2024-11-04","2024-11-14","2024-11","Auditoría Interna ISO","Gestión",80,"Presencial","Dr(a). Valentina Jazmin Molina",True,"97.00",3,"25664.22","Calidad","Técnico de Laboratorio",1
5366,1392,"2024-11-14","2024-11-25","2024-11","Auditoría Interna ISO","Técnico",88,"Mixto","Dr(a). Ramiro Ayala",False,"80.00",5,"24712.92","Calidad","Inspector de Calidad",1
5365,1392,"2024-11-15","2024-11-26","2024-11","SPC - Control Estadístico","Gestión",88,"Mixto","Luz Milagros Santiago Nicolas Morales Diaz",True,"72.00",5,"33773.94","Calidad","Inspector de Calidad",1
5369,1393,"2024-01-07","2024-01-12","2024-01","Metrología","Calidad",40,"Mixto","Dr(a). Maria Victoria Leiva",True,"97.00",4,"31892.01","Calidad","Técnico de Laboratorio",1
5367,1393,"2024-06-11","2024-06-22","2024-06","SPC - Control Estadístico","Gestión",88,"Mixto","Lautaro Gabriel Lara Campos",True,"93.00",2,"13499.01","Calidad","Técnico de Laboratorio",1
5368,1393,"2024-10-05","2024-10-18","2024-10","Metrología","Calidad",104,"Presencial","Dr(a). Paloma Coronel",True,"84.00",4,"13452.03","Calidad","Técnico de Laboratorio",1
5371,1395,"2024-01-15","2024-01-29","2024-01","Auditoría Interna ISO","Gestión",112,"Presencial","Dr(a). Enzo Flores",True,"83.00",2,"42480.06","Calidad","Técnico de Laboratorio",1
5370,1395,"2024-07-13","2024-07-18","2024-07","SPC - Control Estadístico","Seguridad",40,"Mixto","Amparo Escobar",False,"75.00",3,"24908.13","Calidad","Técnico de Laboratorio",1
5372,1396,"2024-05-14","2024-05-18","2024-05","Metrología","Técnico",32,"Mixto","Maximo Gonzalez Fernandez",True,"87.00",2,"37336.68","Calidad","Inspector de Calidad",1
5373,1396,"2024-07-07","2024-07-13","2024-07","Metrología","Seguridad",48,"Online","Sofia Cardozo Lopez",True,"75.00",5,"34056.81","Calidad","Inspector de Calidad",1
5374,1397,"2024-01-04","2024-01-19","2024-01","Auditoría Interna ISO","Gestión",120,"Presencial","Thiago Ezequiel Felipe Rodriguez Caceres",True,"65.00",3,"9813.03","Calidad","Inspector de Calidad",1
5375,1397,"2024-04-16","2024-04-21","2024-04","Metrología","Técnico",40,"Online","Zoe Martina Correa",True,"64.00",5,"19633.17","Calidad","Inspector de Calidad",1
5376,1398,"2024-07-19","2024-07-31","2024-07","Metrología","Gestión",96,"Presencial","Mora Peralta Castro",True,"77.00",2,"30819.69","Calidad","Inspector de Calidad",1
5377,1399,"2024-10-11","2024-10-20","2024-10","Auditoría Interna ISO","Seguridad",72,"Presencial","Maria Emilia Lucas Martinez",True,"84.00",5,"14007.06","Calidad","Inspector de Calidad",1
5378,1400,"2025-01-14","2025-01-20","2025-01","Auditoría Interna ISO","Técnico",48,"Online","Helena Isabella Alvarez Ramirez",True,"84.00",5,"16332.09","Calidad","Inspector de Calidad",1
5379,1400,"2025-04-21","2025-04-25","2025-04","Metrología","Seguridad",32,"Mixto","Lucía  Isabella Villalba Diaz",True,"61.00",2,"15668.25","Calidad","Inspector de Calidad",1
5380,1401,"2025-01-02","2025-01-14","2025-01","Auditoría Interna ISO","Seguridad",96,"Presencial","Milena Bustos",True,"89.00",3,"33853.11","Calidad","Técnico de Laboratorio",1
5381,1402,"2024-07-20","2024-07-26","2024-07","Metrología","Técnico",48,"Mixto","Zoe Manuel Juarez Ramos",True,"81.00",4,"33038.16","Calidad","Inspector de Calidad",1
5382,1405,"2024-10-07","2024-10-13","2024-10","Auditoría Interna ISO","Calidad",48,"Mixto","Juana Joaquin Castillo",True,"69.00",4,"9757.98","Calidad","Técnico de Laboratorio",1
5383,1408,"2024-04-06","2024-04-19","2024-04","Metrología","Gestión",104,"Mixto","Luisina Abril Gomez",True,"61.00",2,"40821.09","Calidad","Técnico de Laboratorio",1
5384,1409,"2024-12-11","2024-12-18","2024-12","Metrología","Técnico",56,"Mixto","Pedro Castro Fernandez",True,"74.00",3,"29811.30","Calidad","Inspector de Calidad",1
5385,1410,"2024-06-06","2024-06-19","2024-06","SPC - Control Estadístico","Calidad",104,"Presencial","Dr(a). Benjamin Medina",True,"60.00",2,"15279.57","Calidad","Inspector de Calidad",1
5386,1411,"2025-05-21","2025-05-27","2025-05","Auditoría Interna ISO","Gestión",48,"Online","Martina Dylan Luna",True,"63.00",3,"40450.74","Calidad","Técnico de Laboratorio",1
5388,1412,"2024-01-14","2024-01-27","2024-01","Metrología","Gestión",104,"Online","Bautista Lucia Pereyra Campos",True,"69.00",2,"33215.73","Calidad","Inspector de Calidad",1
5387,1412,"2024-12-16","2024-12-31","2024-12","Auditoría Interna ISO","Técnico",120,"Mixto","Dr(a). Morena Silva",True,"72.00",4,"23700.54","Calidad","Inspector de Calidad",1
5389,1413,"2024-04-15","2024-04-25","2024-04","Metrología","Seguridad",80,"Online","Sr(a). Maia Fernandez",True,"87.00",5,"26861.55","Calidad","Inspector de Calidad",1
5390,1414,"2024-06-19","2024-06-28","2024-06","SPC - Control Estadístico","Gestión",72,"Mixto","Dr(a). Catalina Diaz",True,"88.00",3,"38706.12","Calidad","Técnico de Laboratorio",1
5391,1414,"2024-09-06","2024-09-10","2024-09","Auditoría Interna ISO","Técnico",32,"Mixto","Antonella Ignacio Garcia",True,"99.00",3,"12911.58","Calidad","Técnico de Laboratorio",1
5392,1416,"2024-06-17","2024-06-29","2024-06","Auditoría Interna ISO","Calidad",96,"Presencial","Dr(a). Máximo Paz",False,"79.00",3,"33475.44","Calidad","Inspector de Calidad",1
5393,1418,"2024-01-16","2024-01-22","2024-01","SPC - Control Estadístico","Seguridad",48,"Online","Juan Ignacio Sosa Martinez",True,"84.00",4,"40722.69","Calidad","Team Leader Calidad",2
5395,1419,"2025-01-02","2025-01-16","2025-01","SPC - Control Estadístico","Técnico",112,"Presencial","Olivia Violeta Gomez Perez",False,"66.00",4,"9117.72","Calidad","Team Leader Calidad",2
5394,1419,"2025-05-02","2025-05-10","2025-05","Metrología","Técnico",64,"Presencial","Sr(a). Rafael Castillo",True,"60.00",2,"41121.03","Calidad","Team Leader Calidad",2
5396,1419,"2025-05-17","2025-05-22","2025-05","SPC - Control Estadístico","Calidad",40,"Online","Benjamin Agustina Vazquez Gutierrez",True,"66.00",5,"41507.58","Calidad","Team Leader Calidad",2
5397,1420,"2024-01-13","2024-01-25","2024-01","Metrología","Calidad",96,"Online","Dr(a). Pilar Garcia",True,"91.00",3,"17458.92","Calidad","Team Leader Calidad",2
5398,1421,"2025-02-11","2025-02-16","2025-02","Auditoría Interna ISO","Calidad",40,"Mixto","Juan Cruz Catalina Gomez",True,"99.00",4,"31123.56","Calidad","Team Leader Calidad",2
5399,1424,"2025-05-11","2025-05-20","2025-05","Auditoría Interna ISO","Calidad",72,"Online","Sr(a). Lucía Diaz",True,"67.00",5,"10065.21","Calidad","Team Leader Calidad",2
5401,1425,"2025-03-06","2025-03-15","2025-03","Metrología","Calidad",72,"Presencial","Dr(a). Mia Valentina Acuña",True,"68.00",2,"33445.44","Calidad","Supervisor de Calidad",3
5400,1425,"2025-05-18","2025-05-30","2025-05","SPC - Control Estadístico","Gestión",96,"Mixto","Santino Ezequiel Pedro Gomez",True,"99.00",4,"12783.90","Calidad","Supervisor de Calidad",3
5402,1426,"2024-03-11","2024-03-17","2024-03","Auditoría Interna ISO","Técnico",48,"Mixto","Benjamin Lucio Gonzalez",False,"82.00",3,"10427.31","Calidad","Supervisor de Calidad",3
5403,1426,"2024-04-20","2024-05-05","2024-05","Auditoría Interna ISO","Técnico",120,"Online","Isabella Arias Castro",True,"86.00",2,"28521.48","Calidad","Supervisor de Calidad",3
5404,1427,"2024-07-10","2024-07-19","2024-07","SPC - Control Estadístico","Técnico",72,"Mixto","Sr(a). Thiago Emanuel Ramirez",True,"88.00",4,"32409.36","Calidad","Gerente de Calidad",4
5405,1427,"2025-01-04","2025-01-13","2025-01","Metrología","Seguridad",72,"Presencial","Agustín Benitez",True,"67.00",5,"42328.83","Calidad","Gerente de Calidad",4
5407,1428,"2025-04-17","2025-04-24","2025-04","Hidráulica","Seguridad",56,"Presencial","Sr(a). Matilda Nuñez",True,"74.00",4,"19963.05","Mantenimiento Mecánico","Mecánico",1
5406,1428,"2025-05-18","2025-05-31","2025-05","Alineación Laser","Técnico",104,"Online","Francesca Gomez Gonzalez",True,"85.00",5,"42739.74","Mantenimiento Mecánico","Mecánico",1
5408,1429,"2025-02-20","2025-03-06","2025-03","Neumática","Calidad",112,"Mixto","Benicio Gimenez Garcia",True,"89.00",2,"33496.65","Mantenimiento Mecánico","Mecánico",1
5409,1431,"2024-08-11","2024-08-24","2024-08","Alineación Laser","Técnico",104,"Online","Sofía Emilia Blanco Alvarez",False,"84.00",2,"18276.24","Mantenimiento Mecánico","Mecánico Especializado",1
5411,1433,"2025-03-03","2025-03-10","2025-03","Alineación Laser","Técnico",56,"Online","Violeta Roldan",True,"66.00",2,"44615.73","Mantenimiento Mecánico","Mecánico Especializado",1
5410,1433,"2025-05-08","2025-05-12","2025-05","Hidráulica","Seguridad",32,"Presencial","Agustin Rojas Fernandez",True,"93.00",2,"34188.90","Mantenimiento Mecánico","Mecánico Especializado",1
5412,1435,"2024-12-18","2024-12-31","2024-12","Neumática","Técnico",104,"Online","Rafael Felipe Peralta Avila",True,"78.00",2,"32068.86","Mantenimiento Mecánico","Mecánico Especializado",1
5413,1436,"2024-01-12","2024-01-23","2024-01","Alineación Laser","Calidad",88,"Online","Gino Benjamin Hernandez Fernandez",True,"68.00",3,"44744.28","Mantenimiento Mecánico","Mecánico Especializado",1
5414,1438,"2024-05-19","2024-05-31","2024-05","Alineación Laser","Técnico",96,"Presencial","Benjamin Luna Rojas",True,"87.00",4,"38196.30","Mantenimiento Mecánico","Mecánico",1
5415,1439,"2024-08-18","2024-09-01","2024-09","Hidráulica","Seguridad",112,"Online","Julieta Cardozo Barrios",True,"80.00",5,"19801.95","Mantenimiento Mecánico","Mecánico",1
5417,1440,"2024-06-19","2024-06-30","2024-06","Hidráulica","Gestión",88,"Presencial","Delfina Miguel Angel Diaz",True,"76.00",5,"35833.59","Mantenimiento Mecánico","Mecánico",1
5416,1440,"2024-07-08","2024-07-18","2024-07","Neumática","Seguridad",80,"Presencial","Delfina Mia Morena Roldan Fernandez",True,"95.00",3,"37056.66","Mantenimiento Mecánico","Mecánico",1
5418,1442,"2024-04-21","2024-05-04","2024-05","Hidráulica","Calidad",104,"Mixto","Felicitas Tiziano Rodriguez",True,"86.00",2,"26007.15","Mantenimiento Mecánico","Mecánico Especializado",1
5419,1442,"2024-10-17","2024-10-30","2024-10","Alineación Laser","Gestión",104,"Online","Dr(a). Mia Valentina Rodriguez",True,"64.00",3,"12347.01","Mantenimiento Mecánico","Mecánico Especializado",1
5420,1444,"2025-01-06","2025-01-10","2025-01","Hidráulica","Gestión",32,"Presencial","Valentina Diaz Silva",True,"99.00",4,"38558.34","Mantenimiento Mecánico","Mecánico Especializado",1
5423,1445,"2024-07-14","2024-07-29","2024-07","Hidráulica","Gestión",120,"Presencial","Dr(a). Juliana Fernandez",False,"79.00",4,"26734.65","Mantenimiento Mecánico","Mecánico Especializado",1
5421,1445,"2025-02-07","2025-02-22","2025-02","Neumática","Seguridad",120,"Online","Benicio Felicitas Martinez Garcia",True,"91.00",5,"30582.21","Mantenimiento Mecánico","Mecánico Especializado",1
5422,1445,"2025-05-17","2025-05-25","2025-05","Hidráulica","Técnico",64,"Mixto","Santino Nicolas Sanchez Acosta",True,"97.00",3,"33281.40","Mantenimiento Mecánico","Mecánico Especializado",1
5425,1446,"2024-12-04","2024-12-11","2024-12","Hidráulica","Gestión",56,"Online","Benjamin Emma Diaz",True,"65.00",4,"12711.99","Mantenimiento Mecánico","Mecánico",1
5424,1446,"2025-02-17","2025-03-02","2025-03","Hidráulica","Calidad",104,"Mixto","Dr(a). Micaela Campos",True,"99.00",4,"44878.38","Mantenimiento Mecánico","Mecánico",1
